IBI,HR,NO2,Noise,NH3,PM10,CO,PM25,Label,PM1,EDA,BVP
0,0.050191083,0.888888889,0.468855544,0.720059604,0.323196065,0.818332375,0.458160573,5,0.583283223,0.414015848,0.464659631
0,0.052101911,0.888888889,0.493516736,0.721957453,0.335294313,0.825783077,0.475310969,5,0.600383343,0.414472381,0.43059752
0,0.053121019,0.888888889,0.518177928,0.723855303,0.347392562,0.83323378,0.492461364,5,0.617483464,0.352603766,0.443075897
0,0.053757962,0.888888889,0.542839121,0.725753153,0.35949081,0.840684482,0.50961176,5,0.634583584,0.367966256,0.433973537
0,0.054394904,0.888888889,0.567500313,0.727651003,0.371589058,0.848135184,0.526762156,5,0.651683704,0.33546269,0.370198481
0,0.055286624,0.888888889,0.592161505,0.729548853,0.383687307,0.855585887,0.543912552,5,0.668783824,0.382097893,0.463747097
0,0.056050955,0.888888889,0.616822697,0.731446702,0.395785555,0.863036589,0.561062948,5,0.685883945,0.356317162,0.493186904
0,0.057834395,0.888888889,0.641483889,0.733344552,0.407883804,0.870487292,0.578213343,5,0.702984065,0.417914107,0.406579922
0,0.060127389,0.888888889,0.666145082,0.735242402,0.419982052,0.877937994,0.595363739,5,0.720084185,0.400195656,0.441248018
0,0.061656051,0.888888889,0.690806274,0.737140252,0.4320803,0.885388696,0.612514135,5,0.737184305,0.435314056,0.450851244
0,0.062929936,0.888888889,0.715467466,0.739038102,0.444178549,0.892839399,0.629664531,5,0.754284426,0.436406678,0.345819352
0,0.064203822,0.888888889,0.703607208,0.74262237,0.436234919,0.894804419,0.610511685,5,0.733613951,0.357030472,0.392871329
0,0.065477707,0.888888889,0.678664639,0.746810728,0.421112108,0.894804419,0.578354693,5,0.69941371,0.439878392,0.454625364
0,0.066878981,0.888888889,0.65372207,0.750999086,0.405989298,0.894804419,0.546197701,5,0.66521347,0.432185123,0.456693324
0,0.067515924,0.888888889,0.628779501,0.755187444,0.390866487,0.894804419,0.514040709,5,0.631013229,0.463267632,0.44039485
0,0.068025478,0.888888889,0.603836933,0.759375802,0.375743677,0.894804419,0.481883717,5,0.596812989,0.443197929,0.441872424
0,0.069044586,0.888888889,0.578894364,0.76356416,0.360620866,0.894804419,0.449726724,5,0.562612748,0.446246596,0.439326633
0,0.069936306,0.888888889,0.553951795,0.767752519,0.345498056,0.894804419,0.417569732,5,0.528412508,0.4532531,0.503713122
0,0.070955414,0.888888889,0.529009226,0.771940877,0.330375245,0.894804419,0.38541274,5,0.494212267,0.509725176,0.501480824
0,0.071592357,0.888888889,0.504066657,0.776129235,0.315252435,0.894804419,0.353255748,5,0.460012026,0.480865643,0.458745443
0,0.07133758,0.888888889,0.479124088,0.780317593,0.300129624,0.894804419,0.321098756,5,0.425811786,0.519575596,0.418919843
0,0.07133758,0.888888889,0.45418152,0.784505951,0.285006814,0.894804419,0.288941764,5,0.391611545,0.5467459,0.478621287
0,0.071210191,0.888888889,0.429238951,0.78869431,0.269884003,0.894804419,0.256784772,5,0.357411305,0.567545703,0.466670176
0,0.071592357,0.888888889,0.404296382,0.792882668,0.254761193,0.894804419,0.22462778,5,0.323211064,0.565383306,0.477624753
0,0.071974522,0.888888889,0.379353813,0.797071026,0.239638382,0.894804419,0.192470788,5,0.289010824,0.570340038,0.443296384
0,0.072484076,0.888888889,0.354411244,0.801259384,0.224515572,0.894804419,0.160313796,5,0.254810583,0.584589418,0.493789625
0,0.072611465,0.888888889,0.364741953,0.806035292,0.219397082,0.895764599,0.162598945,5,0.252931449,0.595687335,0.49823839
0,0.072611465,0.888888889,0.377123433,0.810845359,0.214860239,0.896780604,0.166886544,5,0.252931449,0.564641956,0.452659057
0,0.072866242,0.888888889,0.389504913,0.815655427,0.210323395,0.897796609,0.171174142,5,0.252931449,0.56831543,0.498336519
0,0.073503185,0.888888889,0.401886393,0.820465495,0.205786552,0.898812614,0.175461741,5,0.252931449,0.572984259,0.48126554
0,0.073248408,0.888888889,0.414267874,0.825275562,0.201249709,0.899828619,0.17974934,5,0.252931449,0.524232049,0.435680474
0,0.073248408,0.888888889,0.426649354,0.83008563,0.196712866,0.900844624,0.184036939,5,0.252931449,0.582851723,0.438674274
0,0.073757962,0.888888889,0.439030834,0.834895697,0.192176023,0.901860629,0.188324538,5,0.252931449,0.596078645,0.719626791
0,0.07388535,0.888888889,0.451412314,0.839705765,0.18763918,0.902876634,0.192612137,5,0.252931449,0.60775362,0.419542224
0,0.073757962,0.888888889,0.463793794,0.844515833,0.183102337,0.903892638,0.196899736,5,0.252931449,0.604120742,0.437323116
0,0.074140127,0.888888889,0.476175275,0.8493259,0.178565493,0.904908643,0.201187335,5,0.252931449,0.569985774,0.413435005
0,0.075414013,0.888888889,0.488556755,0.854135968,0.17402865,0.905924648,0.205474934,5,0.252931449,0.598400224,0.414316579
0,0.076050955,0.888888889,0.500938235,0.858946035,0.169491807,0.906940653,0.209762533,5,0.252931449,0.608899036,0.502733417
0,0.077707006,0.888888889,0.513319715,0.863756103,0.164954964,0.907956658,0.214050132,5,0.252931449,0.598008208,0.432266156
0,0.080509554,0.888888889,0.525701196,0.868566171,0.160418121,0.908972663,0.218337731,5,0.252931449,0.60802035,0.471350958
0,0.083312102,0.889274118,0.534262949,0.873043989,0.157975205,0.909832359,0.223944591,5,0.255562237,0.609597978,0.456235808
0,0.088152866,0.891778108,0.521816204,0.875694434,0.167048892,0.909832359,0.236807388,5,0.272662357,0.586698357,0.435808786
0,0.089681529,0.894282098,0.509369459,0.878344879,0.176122578,0.909832359,0.249670185,5,0.289762477,0.584925964,0.478372459
0,0.090700637,0.896786088,0.496922715,0.880995325,0.185196264,0.909832359,0.262532982,5,0.306862598,0.590206855,0.43878866
0,0.091719745,0.899290078,0.48447597,0.88364577,0.19426995,0.909832359,0.275395778,5,0.323962718,0.581378693,0.47383901
0,0.094267516,0.901794067,0.472029225,0.886296216,0.203343637,0.909832359,0.288258575,5,0.341062838,0.568436966,0.506525569
0,0.098089172,0.904298057,0.45958248,0.888946661,0.212417323,0.909832359,0.301121372,5,0.358162959,0.572808845,0.4629299
0,0.1,0.906802047,0.447135735,0.891597106,0.221491009,0.909832359,0.313984169,5,0.375263079,0.543233989,0.415033123
0,0.101783439,0.909306037,0.434688991,0.894247552,0.230564696,0.909832359,0.326846966,5,0.392363199,0.555531506,0.409624803
0,0.103694268,0.911810027,0.422242246,0.896897997,0.239638382,0.909832359,0.339709763,5,0.409463319,0.566465384,0.431783785
0,0.105095541,0.914314017,0.409795501,0.899548443,0.248712068,0.909832359,0.352572559,5,0.42656344,0.550524835,0.435977766
0,0.107643312,0.916818007,0.397348756,0.902198888,0.257785755,0.909832359,0.365435356,5,0.44366356,0.552492773,0.399006457
0,0.110191083,0.919321997,0.384902012,0.904849333,0.266859441,0.909832359,0.378298153,5,0.46076368,0.504200192,0.337479788
0,0.113248408,0.921825986,0.372455267,0.907499779,0.275933127,0.909832359,0.39116095,5,0.4778638,0.525933045,0.626028629
0,0.117707006,0.924329976,0.360008522,0.910150224,0.285006814,0.909832359,0.404023747,5,0.494963921,0.528886974,0.436755016
0,0.121273885,0.925925926,0.356577275,0.911839519,0.302306644,0.909463918,0.4153317,5,0.512064041,0.549066773,0.529919325
0,0.124076433,0.925925926,0.36899145,0.911839519,0.334064546,0.908447913,0.423906898,5,0.529164161,0.555880967,0.385495473
0,0.126751592,0.925925926,0.381405625,0.911839519,0.365822448,0.907431908,0.432482096,5,0.546264281,0.548011335,0.381602862
0,0.12955414,0.925925926,0.393819799,0.911839519,0.39758035,0.906415903,0.441057294,5,0.563364402,0.547001001,0.431135392
0,0.132484076,0.925925926,0.406233974,0.911839519,0.429338252,0.905399898,0.449632492,5,0.580464522,0.553020892,0.454317503
0,0.135286624,0.925925926,0.418648149,0.911839519,0.461096154,0.904383894,0.458207689,5,0.597564642,0.577518059,0.410213228
0,0.136815287,0.925925926,0.431062323,0.911839519,0.492854057,0.903367889,0.466782887,4,0.614664762,0.543345887,0.442951673
0,0.138471338,0.925925926,0.443476498,0.911839519,0.524611959,0.902351884,0.475358085,4,0.631764883,0.518173173,0.437860313
0,0.140636943,0.925925926,0.455890673,0.911839519,0.556369861,0.901335879,0.483933283,4,0.648865003,0.495415987,0.402509389
0,0.142929936,0.925925926,0.468304847,0.911839519,0.588127763,0.900319874,0.492508481,4,0.665965123,0.504473664,0.422850627
0,0.145477707,0.925925926,0.480719022,0.911839519,0.619885665,0.899303869,0.501083679,4,0.683065244,0.541429543,0.414767141
0,0.148407643,0.925925926,0.493133196,0.911839519,0.651643567,0.898287864,0.509658877,4,0.700165364,0.554599089,0.526174204
0,0.150955414,0.925925926,0.505547371,0.911839519,0.683401469,0.897271859,0.518234075,4,0.717265484,0.532436015,0.453723085
0,0.154012739,0.925925926,0.517961546,0.911839519,0.715159371,0.896255855,0.526809273,4,0.734365604,0.543045513,0.420872465
0,0.156942675,0.925925926,0.53037572,0.911839519,0.746917273,0.89523985,0.53538447,4,0.751465725,0.487279572,0.467639144
0,0.160382166,0.924495075,0.528564991,0.911839519,0.738923788,0.894804419,0.525584244,4,0.735342754,0.497210753,0.430156539
0,0.163694268,0.921991085,0.516085583,0.911839519,0.701116761,0.894804419,0.50200245,4,0.694302465,0.52386741,0.454250452
0,0.166878981,0.919487095,0.503606175,0.911839519,0.663309735,0.894804419,0.478420656,4,0.653262177,0.52140882,0.41527152
0,0.169299363,0.916983105,0.491126768,0.911839519,0.625502709,0.894804419,0.454838862,3,0.612221888,0.527444038,0.494005516
0,0.171847134,0.914479115,0.47864736,0.911839519,0.587695683,0.894804419,0.431257067,3,0.5711816,0.496606128,0.339633588
0,0.175159236,0.911975125,0.466167952,0.911839519,0.549888656,0.894804419,0.407675273,3,0.530141311,0.530735577,0.411654082
0,0.178343949,0.909471135,0.453688544,0.911839519,0.51208163,0.894804419,0.384093479,3,0.489101022,0.532168263,0.441290499
0,0.181528662,0.906967145,0.441209137,0.911839519,0.474274604,0.894804419,0.360511685,3,0.448060734,0.537946905,0.426343193
0,0.184713376,0.904463156,0.428729729,0.911839519,0.436467577,0.894804419,0.336929891,3,0.407020445,0.544679221,0.438605809
0,0.187898089,0.901959166,0.416250321,0.911839519,0.398660551,0.894804419,0.313348096,3,0.365980156,0.516104514,0.413624199
0,0.192611465,0.899455176,0.403770913,0.911839519,0.360853525,0.894804419,0.289766302,3,0.324939868,0.551736497,0.320905152
0,0.195414013,0.896951186,0.391291506,0.911839519,0.323046498,0.894804419,0.266184508,3,0.283899579,0.539604535,0.4501169
0,0.198598726,0.894447196,0.378812098,0.911839519,0.285239472,0.894804419,0.242602714,3,0.24285929,0.547987297,0.409885088
0,0.201783439,0.891943206,0.36633269,0.911839519,0.247432446,0.894804419,0.21902092,3,0.201819002,0.555046237,0.437906058
0,0.205095541,0.889439216,0.353853282,0.911839519,0.20962542,0.894804419,0.195439126,3,0.160778713,0.574451886,0.454984371
0,0.208535032,0.888888889,0.350953089,0.911839519,0.22137468,0.894804419,0.210327931,3,0.159763981,0.463575022,0.491129125
0,0.211719745,0.888888889,0.350751265,0.911839519,0.247083458,0.894804419,0.236053524,3,0.170024053,0.49954374,0.52140871
0,0.214522293,0.888888889,0.350549442,0.911839519,0.272792236,0.894804419,0.261779118,3,0.180284125,0.519738413,0.431918653
0,0.217070064,0.888888889,0.350347618,0.911839519,0.298501014,0.894804419,0.287504712,3,0.190544197,0.542697864,0.423452386
0,0.21910828,0.888888889,0.350145795,0.911839519,0.324209792,0.894804419,0.313230305,3,0.200804269,0.549873916,0.469337777
0,0.222292994,0.888888889,0.349943972,0.911839519,0.349918569,0.894804419,0.338955899,3,0.211064342,0.558093893,0.429129323
0,0.225095541,0.888888889,0.349742148,0.911839519,0.375627347,0.894804419,0.364681493,3,0.221324414,0.54234261,0.437248854
0,0.224840764,0.888888889,0.349540325,0.911839519,0.401336125,0.894804419,0.390407086,3,0.231584486,0.551266206,0.429102396
0,0.225095541,0.888888889,0.349338501,0.911839519,0.427044903,0.894804419,0.41613268,3,0.241844558,0.550267691,0.429668221
0,0.225477707,0.888888889,0.349136678,0.911839519,0.452753681,0.894804419,0.441858274,3,0.25210463,0.544155736,0.398217851
0,0.225732484,0.888888889,0.348934854,0.911839519,0.478462459,0.894804419,0.467583867,3,0.262364702,0.551495595,0.411015417
0,0.225477707,0.888888889,0.348733031,0.911839519,0.504171237,0.894804419,0.493309461,3,0.272624775,0.558377255,0.407985582
0,0.225732484,0.888888889,0.348531207,0.911839519,0.529880015,0.894804419,0.519035055,3,0.282884847,0.545369568,0.437187342
0,0.225732484,0.888888889,0.348329384,0.911839519,0.555588793,0.894804419,0.544760648,3,0.293144919,0.568436966,0.454354482
0,0.224203822,0.888888889,0.34812756,0.911839519,0.58129757,0.894804419,0.570486242,3,0.303404991,0.586400216,0.390837889
0,0.222802548,0.888888889,0.360572088,0.911839519,0.609997673,0.893632106,0.566528458,3,0.320429946,0.577572054,0.481178137
0,0.22,0.888888889,0.37315713,0.911839519,0.638731013,0.892446767,0.562240859,3,0.337530066,0.586292226,0.473322082
0,0.217070064,0.888888889,0.385742173,0.911839519,0.667464353,0.891261428,0.55795326,3,0.354630186,0.594837026,0.457237428
0,0.214649682,0.888888889,0.398327215,0.911839519,0.696197693,0.890076089,0.553665662,3,0.371730307,0.576694959,0.481303767
0,0.21133758,0.888888889,0.410912258,0.911839519,0.724931033,0.88889075,0.549378063,3,0.388830427,0.594067699,0.456649058
0,0.208280255,0.888888889,0.4234973,0.911839519,0.753664373,0.887705411,0.545090464,3,0.405930547,0.584066449,0.479330867
0,0.205095541,0.888888889,0.436082343,0.911839519,0.782397713,0.886520072,0.540802865,3,0.423030667,0.553452767,0.459742023
0,0.202165605,0.888888889,0.448667385,0.911839519,0.811131053,0.885334733,0.536515266,3,0.440130788,0.579288525,0.473255457
0,0.199235669,0.888888889,0.461252428,0.911839519,0.839864393,0.884149394,0.532227667,3,0.457230908,0.552373491,0.446118707
0,0.196687898,0.888888889,0.47383747,0.911839519,0.868597733,0.882964055,0.527940068,3,0.474331028,0.578519198,0.422834111
0,0.194522293,0.888888889,0.486422513,0.911839519,0.897331073,0.881778716,0.523652469,3,0.491431149,0.576209194,0.438884514
0,0.191719745,0.888888889,0.499007555,0.911839519,0.926064413,0.880593377,0.51936487,3,0.508531269,0.562454701,0.433588112
0,0.189044586,0.888888889,0.511592598,0.911839519,0.954797753,0.879408038,0.515077271,3,0.525631389,0.573133909,0.43375306
0,0.186242038,0.888888889,0.52417764,0.911839519,0.983531093,0.878222699,0.510789672,3,0.542731509,0.559893388,0.414300952
0,0.183694268,0.888888889,0.531779391,0.911315255,1,0.877271822,0.510318507,3,0.554419723,0.562993438,0.416270532
0,0.180509554,0.888888889,0.519171126,0.90866481,0.966729817,0.877271822,0.525325104,3,0.544159651,0.576211217,0.416967832
0,0.177961783,0.888888889,0.506562861,0.906014364,0.933459634,0.877271822,0.5403317,3,0.533899579,0.609693538,0.380357305
0,0.176942675,0.888888889,0.493954597,0.903363919,0.900189451,0.877271822,0.555338296,3,0.523639507,0.588682411,0.447407863
0,0.176305732,0.888888889,0.481346332,0.900713474,0.866919267,0.877271822,0.570344893,3,0.513379435,0.600356069,0.405420696
0,0.175796178,0.888888889,0.468738067,0.898063028,0.833649084,0.877271822,0.585351489,3,0.503119363,0.600610823,0.431623793
0,0.175159236,0.888888889,0.456129802,0.895412583,0.800378901,0.877271822,0.600358085,3,0.49285929,0.589191918,0.459030316
0,0.175031847,0.888888889,0.443521537,0.892762137,0.767108718,0.877271822,0.615364681,3,0.482599218,0.592065423,0.465310409
0,0.175031847,0.888888889,0.430913272,0.890111692,0.733838535,0.877271822,0.630371278,3,0.472339146,0.592837994,0.469816515
0,0.17477707,0.888888889,0.418305008,0.887461247,0.700568352,0.877271822,0.645377874,3,0.462079074,0.61071904,0.481790069
0,0.174522293,0.888888889,0.405696743,0.884810801,0.667298169,0.877271822,0.66038447,3,0.451819002,0.595687335,0.487610094
0,0.174394904,0.888888889,0.393088478,0.882160356,0.634027986,0.877271822,0.675391067,3,0.44155893,0.585290288,0.451345637
0,0.174140127,0.888888889,0.380480213,0.87950991,0.600757802,0.877271822,0.690397663,3,0.431298857,0.56643469,0.440707807
0,0.173757962,0.888888889,0.367871948,0.876859465,0.567487619,0.877271822,0.705404259,3,0.421038785,0.587652463,0.410061947
0,0.173248408,0.888888889,0.355263683,0.874209019,0.534217436,0.877271822,0.720410856,3,0.410778713,0.572053211,0.435353776
0,0.173757962,0.888888889,0.34782572,0.873713881,0.510785389,0.877271822,0.717112703,3,0.403299759,0.579110908,0.452434844
0,0.17388535,0.888888889,0.347933602,0.876364327,0.501711703,0.877271822,0.68709951,3,0.399879735,0.573645439,0.431579934
0,0.174140127,0.888888889,0.348041484,0.879014772,0.492638016,0.877271822,0.657086317,3,0.396459711,0.594607437,0.440566568
0,0.174394904,0.888888889,0.348149366,0.881665218,0.48356433,0.877271822,0.627073125,3,0.393039687,0.591555115,0.459330123
0,0.175159236,0.888888889,0.348257248,0.884315663,0.474490644,0.877271822,0.597059932,3,0.389619663,0.585748844,0.439003015
0,0.176050955,0.888888889,0.34836513,0.886966108,0.465416957,0.877271822,0.56704674,3,0.386199639,0.57720771,0.468256134
0,0.176687898,0.888888889,0.348473012,0.889616554,0.456343271,0.877271822,0.537033547,4,0.382779615,0.568355984,0.445216187
0,0.177579618,0.888888889,0.348580894,0.892266999,0.447269585,0.877271822,0.507020354,4,0.379359591,0.586400216,0.458126641
0,0.178343949,0.888888889,0.348688776,0.894917445,0.438195899,0.877271822,0.477007162,4,0.375939567,0.594769422,0.449660051
0,0.179235669,0.888888889,0.348796658,0.89756789,0.429122212,0.877271822,0.446993969,4,0.372519543,0.587318129,0.436567005
0,0.180764331,0.888888889,0.34890454,0.900218335,0.420048526,0.877271822,0.416980776,4,0.369099519,0.596173099,0.418206518
0,0.182038217,0.888888889,0.349012422,0.902868781,0.41097484,0.877271822,0.386967584,4,0.365679495,0.598140078,0.423754783
0,0.184076433,0.888888889,0.349120304,0.905519226,0.401901153,0.877271822,0.356954391,5,0.362259471,0.597914334,0.4454932
0,0.185859873,0.888888889,0.349228186,0.908169672,0.392827467,0.877271822,0.326941199,5,0.358839447,0.586599152,0.43333637
0,0.187515924,0.888888889,0.349336068,0.910820117,0.383753781,0.877271822,0.296928006,5,0.355419423,0.598683661,0.446674999
0,0.188789809,0.890429806,0.343481825,0.910208476,0.376541363,0.876646588,0.282745948,5,0.349894768,0.602515021,0.434903206
0,0.189808917,0.892933796,0.333901255,0.90755803,0.370492239,0.875630584,0.278458349,5,0.34305472,0.611339739,0.406195227
0,0.190955414,0.895437785,0.324320685,0.904907585,0.364443115,0.874614579,0.27417075,5,0.336214672,0.610692053,0.425807309
0,0.192356688,0.897941775,0.314740114,0.90225714,0.358393991,0.873598574,0.269883151,5,0.329374624,0.606279695,0.428629299
0,0.194140127,0.900445765,0.305159544,0.899606694,0.352344867,0.872582569,0.265595552,5,0.322534576,0.608047337,0.431290003
0,0.196050955,0.902949755,0.295578974,0.896956249,0.346295742,0.871566564,0.261307953,5,0.315694528,0.599222619,0.418599998
0,0.197070064,0.905453745,0.285998404,0.894305803,0.340246618,0.870550559,0.257020354,5,0.30885448,0.603623549,0.411491704
0,0.197961783,0.907957735,0.276417833,0.891655358,0.334197494,0.869534554,0.252732755,5,0.302014432,0.609801486,0.451814267
0,0.200636943,0.910461725,0.266837263,0.889004913,0.32814837,0.86851855,0.248445156,5,0.295174384,0.602380087,0.43428715
0,0.202802548,0.912965715,0.257256693,0.886354467,0.322099246,0.867502545,0.244157557,5,0.288334336,0.622937703,0.454824268
0,0.205095541,0.915469704,0.247676122,0.883704022,0.316050121,0.86648654,0.239869959,5,0.281494287,0.623489271,0.453691414
0,0.205605096,0.917973694,0.238095552,0.881053576,0.310000997,0.865470535,0.23558236,5,0.274654239,0.603299622,0.429087184
0,0.206878981,0.920477684,0.228514982,0.878403131,0.303951873,0.86445453,0.231294761,5,0.267814191,0.615726575,0.459477651
0,0.207643312,0.922981674,0.218934411,0.875752686,0.297902749,0.863438525,0.227007162,5,0.260974143,0.595687335,0.448856549
0,0.208280255,0.925485664,0.209353841,0.87310224,0.291853624,0.86242252,0.222719563,5,0.254134095,0.593078537,0.464734236
0,0.209808917,0.925925926,0.214257246,0.872636228,0.282065344,0.862243882,0.220198832,5,0.25575015,0.616766435,0.45452434
0,0.211464968,0.925925926,0.222250565,0.872636228,0.271479376,0.862243882,0.218055032,5,0.259170174,0.612486682,0.482035041
0,0.213375796,0.925925926,0.230243884,0.872636228,0.260893409,0.862243882,0.215911233,5,0.262590198,0.602299126,0.470445738
0,0.215541401,0.925925926,0.238237203,0.872636228,0.250307442,0.862243882,0.213767433,5,0.266010222,0.586599152,0.467483064
0,0.217197452,0.925925926,0.246230523,0.872636228,0.239721474,0.862243882,0.211623634,5,0.269430247,0.60637693,0.47452574
0,0.219617834,0.925925926,0.254223842,0.872636228,0.229135507,0.862243882,0.209479834,5,0.272850271,0.63514795,0.448085346
0,0.221019108,0.925925926,0.262217161,0.872636228,0.21854954,0.862243882,0.207336035,5,0.276270295,0.622003674,0.286921567
0,0.223184713,0.925925926,0.27021048,0.872636228,0.207963572,0.862243882,0.205192235,5,0.279690319,0.616998731,0.463549895
0,0.225350318,0.925925926,0.278203799,0.872636228,0.197377605,0.862243882,0.203048436,5,0.283110343,0.636093819,0.527344721
0,0.227261146,0.925925926,0.286197119,0.872636228,0.186791638,0.862243882,0.200904636,5,0.286530367,0.570461511,0.43578798
0,0.22866242,0.925925926,0.294190438,0.872636228,0.17620567,0.862243882,0.198760837,5,0.289950391,0.590097338,0.43673176
0,0.230573248,0.925925926,0.302183757,0.872636228,0.165619703,0.862243882,0.196617037,5,0.293370415,0.614011506,0.468750776
0,0.231719745,0.925925926,0.310177076,0.872636228,0.155033736,0.862243882,0.194473238,5,0.296790439,0.613849521,0.479100394
0,0.234012739,0.925925926,0.318170395,0.872636228,0.144447768,0.862243882,0.192329438,5,0.300210463,0.61297231,0.449563725
0,0.236815287,0.926091024,0.326995217,0.872921013,0.135556885,0.862389026,0.190963061,5,0.303292243,0.619304657,0.449662982
0,0.238726115,0.931099004,0.360210768,0.881559502,0.176388473,0.866791713,0.212401055,5,0.296452195,0.622937703,0.432224452
0,0.240636943,0.936106984,0.39342632,0.890197991,0.217220062,0.871194401,0.23383905,5,0.289612147,0.538322878,0.47372725
0,0.242038217,0.941114963,0.426641872,0.898836479,0.25805165,0.875597089,0.255277045,5,0.282772099,0.591557264,0.399418005
0,0.242038217,0.946122943,0.459857423,0.907474968,0.298883239,0.879999777,0.27671504,5,0.275932051,0.567261761,0.375340662
0,0.241656051,0.951130923,0.493072975,0.916113457,0.339714827,0.884402464,0.298153034,5,0.269092002,0.597209883,0.450251482
0,0.241019108,0.956138903,0.526288526,0.924751945,0.380546415,0.888805152,0.319591029,5,0.262251954,0.563644084,0.426655853
0,0.240382166,0.961146882,0.559504078,0.933390434,0.421378004,0.89320784,0.341029024,5,0.255411906,0.534501187,0.452087923
0,0.239490446,0.966154862,0.592719629,0.942028923,0.462209592,0.897610528,0.362467018,5,0.248571858,0.560460261,0.4436899
0,0.237452229,0.971162842,0.625935181,0.950667412,0.503041181,0.902013216,0.383905013,5,0.24173181,0.539387155,0.447938171
0,0.235286624,0.976170822,0.659150733,0.9593059,0.543872769,0.906415903,0.405343008,5,0.234891762,0.589988484,0.424438471
0,0.233630573,0.981178801,0.692366284,0.967944389,0.584704357,0.910818591,0.426781003,5,0.228051714,0.608707178,0.445730017
0,0.231719745,0.986186781,0.725581836,0.976582878,0.625535946,0.915221279,0.448218997,5,0.221211666,0.548551916,0.418603669
0,0.231082803,0.991194761,0.758797387,0.985221367,0.666367534,0.919623967,0.469656992,5,0.214371618,0.532870618,0.424270416
0,0.23044586,0.996202741,0.792012939,0.993859855,0.707199123,0.924026654,0.491094987,5,0.207531569,0.573321596,0.465844
0,0.22955414,1,0.81259951,0.999658401,0.73084721,0.926832763,0.505795326,5,0.206479254,0.580097184,0.443726777
0,0.22866242,1,0.793577003,0.996549854,0.700601589,0.924631419,0.499363928,5,0.223579375,0.611327952,0.332096259
0,0.228280255,1,0.774554497,0.993441307,0.670355968,0.922430075,0.492932529,5,0.240679495,0.553602512,0.352551966
0,0.228025478,1,0.75553199,0.99033276,0.640110347,0.920228731,0.486501131,5,0.257779615,0.595117597,0.484252229
0,0.228535032,1,0.736509484,0.987224213,0.609864726,0.918027387,0.480069732,5,0.274879735,0.579395787,0.597210334
0,0.228917197,1,0.717486978,0.984115666,0.579619105,0.915826044,0.473638334,5,0.291979856,0.606441616,0.353755902
0,0.22955414,1,0.698464471,0.981007119,0.549373484,0.9136247,0.467206936,5,0.309079976,0.604768428,0.411483308
0,0.230191083,1,0.679441965,0.977898572,0.519127863,0.911423356,0.460775537,5,0.326180096,0.590850696,0.433874788
0,0.231082803,1,0.660419459,0.974790025,0.488882241,0.909222012,0.454344139,5,0.343280216,0.54959048,0.389137231
0,0.231719745,1,0.641396952,0.971681478,0.45863662,0.907020668,0.44791274,5,0.360380337,0.602446648,0.429010443
0,0.232356688,1,0.622374446,0.968572931,0.428390999,0.904819324,0.441481342,5,0.377480457,0.586599152,0.430968465
0,0.232993631,1,0.603351939,0.965464383,0.398145378,0.90261798,0.435049943,5,0.394580577,0.560253551,0.422877693
0,0.233757962,1,0.584329433,0.962355836,0.367899757,0.900416636,0.428618545,5,0.411680698,0.546503018,0.442270111
0,0.234649682,1,0.565306927,0.959247289,0.337654136,0.898215293,0.422187147,5,0.428780818,0.554154816,0.42839829
0,0.23566879,1,0.54628442,0.956138742,0.307408515,0.896013949,0.415755748,5,0.445880938,0.582578104,0.434320421
0,0.236815287,1,0.529976475,0.954430749,0.293515472,0.894804419,0.411256125,5,0.456817498,0.595295719,0.417576065
0,0.237834395,1,0.51697897,0.954430749,0.299564596,0.894804419,0.409112326,5,0.460237523,0.586599152,0.400746211
0,0.238726115,1,0.503981464,0.954430749,0.30561372,0.894804419,0.406968526,5,0.463657547,0.533313142,0.451304635
0,0.239363057,1,0.490983959,0.954430749,0.311662844,0.894804419,0.404824727,5,0.467077571,0.577491062,0.461412074
0,0.240764331,1,0.477986454,0.954430749,0.317711969,0.894804419,0.402680927,5,0.470497595,0.559713202,0.455688458
0,0.241910828,1,0.464988948,0.954430749,0.323761093,0.894804419,0.400537128,5,0.473917619,0.601476415,0.408203072
0,0.243184713,1,0.451991443,0.954430749,0.329810217,0.894804419,0.398393328,5,0.477337643,0.622181775,0.438934578
0,0.243949045,1,0.438993938,0.954430749,0.335859341,0.894804419,0.396249529,5,0.480757667,0.600733886,0.415988368
0,0.243312102,1,0.425996432,0.954430749,0.341908465,0.894804419,0.394105729,5,0.484177691,0.559983471,0.449246145
0,0.242675159,1,0.412998927,0.954430749,0.34795759,0.894804419,0.39196193,5,0.487597715,0.592633675,0.450975302
0,0.242547771,1,0.400001422,0.954430749,0.354006714,0.894804419,0.38981813,5,0.491017739,0.558284887,0.467861803
0,0.242547771,1,0.387003916,0.954430749,0.360055838,0.894804419,0.387674331,5,0.494437763,0.588641004,0.450675273
0,0.243566879,1,0.374006411,0.954430749,0.366104962,0.894804419,0.385530531,5,0.497857787,0.639952946,0.453154171
0,0.243949045,1,0.361008906,0.954430749,0.372154086,0.894804419,0.383386732,5,0.501277811,0.670905061,0.459737936
0,0.243184713,1,0.3480114,0.954430749,0.378203211,0.894804419,0.381242933,5,0.504697835,0.682308481,0.348204614
0,0.243184713,1,0.33561744,0.956480341,0.378269685,0.895474312,0.38475311,5,0.508117859,0.653248737,0.401411776
0,0.242547771,1,0.32353531,0.959588888,0.375245122,0.896490317,0.391184508,5,0.511537883,0.627918083,0.414891329
